MARCA_STANDARD,MODELO|CLASE|NUEVA_CATEGORIA|LIVIANOS_PESADOS|MODELO_VEH_STD|COD_NUEVA_CATEGORIA|NUEVO
PONTIAC,G5|AUTOMOVILES|NO ASEGURABLE|LIVIANOS|G5|LX|
MERCEDES BENZ,G55|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
PONTIAC,G6|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
BMW,G650|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
TOYOTA,GAIA|RURALES|BAJO RIESGO 1|LIVIANOS|GAIA|L1A|
MITSUBISHI,GALANT|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
HYUNDAI,GALLOPER|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
ISUZU,GEMINI|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
HYUNDAI,GENESIS|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
MAHINDRA,GENIO|PICK UP|PICK UP|LIVIANOS|GENIO|L6|
HYUNDAI,GETZ|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
SUBARU,GL|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
MERCEDES BENZ,GL 450|RURALES|BAJO RIESGO 1|LIVIANOS|GL 450|L1A|
HONDA,GL125|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS|GL125|L9|
MERCEDES BENZ,GL450|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
MERCEDES BENZ,GL500|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
VOLKSWAGEN,GLI|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
MERCEDES BENZ,GLK|RURALES|BAJO RIESGO 1|LIVIANOS|GLK|L1A|
MERCEDES BENZ,GLK 280|RURALES|BAJO RIESGO 1|LIVIANOS|GLK 280|L1A|
MERCEDES BENZ,GLK 300|RURALES|BAJO RIESGO 1|LIVIANOS|GLK 300|L1A|
MERCEDES BENZ,GLK300|RURALES|BAJO RIESGO 1|LIVIANOS|GLK300|L1A|
SUZUKI,GN|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
DATSUN,GNL|PICK UP|PICK UP|LIVIANOS||L6|
VOLKSWAGEN,GOL|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS|GOL|L1B|
VOLKSWAGEN,GOLF|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS|GOLF|L1B|
HYUNDAI,GRACE|PANEL|BAJO RIESGO 1|LIVIANOS|GRACE|L1A|
MASERATI,GRAN TURISMO|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
MITSUBISHI,GRANADA|RURALES|BAJO RIESGO 1|LIVIANOS|GRANADA|L1A|
FORD,GRANADA|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|GRANADA|L1A|
JEEP,GRAND CHEROKEE|RURALES|BAJO RIESGO 1|LIVIANOS|GRAND CHEROKEE|L1A|
SUZUKI,GRAND NOMADE|RURALES|BAJO RIESGO 1|LIVIANOS|GRAND NOMADE|L1A|
PONTIAC,GRAND PRIX|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
VOLVO,CX60|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
TOYOTA,CYNOS|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
DODGE,D100|PICK UP|PICK UP|LIVIANOS||L6|
CHEVROLET,D20|PICK UP|BAJO RIESGO 2|LIVIANOS||L1B|
DODGE,D50|PICK UP|PICK UP|LIVIANOS||L6|
AUDI,Q2|CAMIONETA|BAJO RIESGO 1|LIVIANOS||L1A|SI
AUDI,Q5 ATTRACTION 2 0 TFSI|CAMIONETA|BAJO RIESGO 1|LIVIANOS||L1A|SI
AUDI,RS4|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|SI
AUDI,RS5|AUTOMOVILES|NO ASEGURABLE||RS5|LX|SI
AUDI,RS6|CAMIONETA|NO ASEGURABLE||RS6|LX|SI
AUDI,RS7|AUTOMOVILES|NO ASEGURABLE|||LX|SI
AUDI,SQ|CAMIONETA|BAJO RIESGO 1|LIVIANOS||L1A|SI
CHANGAN,CX70|CAMIONETA|CHINO|LIVIANOS|CX70|L3|SI
YUMBO,DAKAR|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS|DAKAR|L9|
DODGE,DAKOTA|PICK UP|PICK UP|LIVIANOS|DAKOTA|L6|
DAEWOO,DAMAS|PANEL|BAJO RIESGO 1|LIVIANOS|DAMAS|L1A|
DODGE,DART|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
NISSAN,DATSUN|PICK UP|PICK UP|LIVIANOS||L6|
CHANGAN,MINIVAN|CAMIONETA|VAN||||SI
MAHINDRA,DC TDI|RURALES|CHINOS E INDIOS|LIVIANOS||L3|
CHANGAN,SC 1026|CAMIONETA|PICK UP|LIVIANOS||L6|SI
CHANGAN,SC6|CAMIONETA|PANEL|||L5|SI
GREAT WALL,DEER|PICK UP|PICK UP|LIVIANOS|DEER|L6|
LAND ROVER,DEFENDER|RURALES|BAJO RIESGO 1|LIVIANOS|DEFENDER|L1A|
CHANGAN,SC6363B3|CAMIONETA|PANEL||SC6363B3|L5|SI
MITSUBISHI,DELICA|PANEL|PANEL|LIVIANOS||L5|
CHANGAN,TFR |SEMI-REMOLQUE|PICK UP|LIVIANOS||L6|SI
CHERY,K60|CAMIONETA|CHINO|LIVIANOS|K60|L3|SI
CHERY,NEW TIGGO 4|CAMIONETA|CHINO|LIVIANOS|NEW TIGGO 4|L3|SI
CHERY,Q22|CAMIONETA|VAN||||SI
MAZDA,DEMIO|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
CHERY,S22|CAMIONETA|VAN||S22||SI
CHEVROLET,CAMARO COUPE 6.2 V8 SS AT|AUTOMOVILES|NO ASEGURABLE||CAMARO COUPE 6.2 V8 SS AT|LX|SI
CHEVROLET,N200|CAMIONETA|VAN||N200||SI
CHEVROLET,N300|CAMIONETA|VAN||N300||SI
CHEVROLET,S 10|CAMIONETA|PICK UP|LIVIANOS||L6|SI
CHEVROLET,SPIN|CAMIONETA|BAJO RIESGO 3||SPIN||SI
CHRYSLER,VOYAGER V AMERICANA|CAMIONETA|VERSION AMERICANA|||L10|SI
CHRYSLER,X TRUCK|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|SI
CITROEN,BERLINGO|CAMIONETA|BAJO RIESGO 1|LIVIANOS|BERLINGO|L1A|SI
CITROEN,C-ELYSSE|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|C-ELYSSE|L1A|SI
DAIHATSU,GRAN MOVE|CAMIONETA|BAJO RIESGO 1|LIVIANOS||L1A|SI
DODGE,DURANGO|CAMIONETA|BAJO RIESGO 1|LIVIANOS|DURANGO|L1A|SI
DONGFENG,GLORY|CAMIONETA|CHINO|LIVIANOS||L3|SI
DONGFENG,JOYEAR|CAMIONETA|VAN||JOYEAR||SI
DONGFENG,JOYEAR SX6|CAMIONETA|CHINO|LIVIANOS|JOYEAR SX6|L3|SI
DONGFENG,K61|CAMIONETA|PANEL|||L5|SI
DONGFENG,S30|AUTOMOVILES|CHINO|LIVIANOS||L3|SI
FAW,S80 |CAMIONETA|CHINO|LIVIANOS||L3|SI
FAW,TJ|AUTOMOVILES|CHINO|LIVIANOS||L3|SI
FAW,V77|CAMIONETA|VAN||||SI
FAW,V80|CAMIONETA|BAJO RIESGO 1|LIVIANOS|V80|L1A|SI
FIAT,SIENNA|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS|SIENNA|L1B|SI
FORD,BMAX|CAMIONETA|BAJO RIESGO 1|LIVIANOS||L1A|SI
MITSUBISHI,DIAMANTE|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
MAVILA,DIAVOLO|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS|DIAVOLO|L9|
MITSUBISHI,DION|PANEL|PANEL|LIVIANOS||L5|
DODGE,DIPLOMAT|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
BAJAJ,DISCOVER|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS|DISCOVER|L9|
LAND ROVER,DISCOVERY|RURALES|BAJO RIESGO 1|LIVIANOS|DISCOVERY|L1A|
FORD,F 150|CAMIONETA|PICK UP|LIVIANOS||L6|SI
SUBARU,DL|AUTOMOVILES|NO ASEGURABLE|LIVIANOS|DL|LX|
FORD,F150|CAMIONETA|PICK UP|LIVIANOS|F-150|L6|SI
FORD,FREESTAR|CAMIONETA|BAJO RIESGO 1|LIVIANOS|FREESTAR|L1A|SI
FORD,TITANIUM|CAMIONETA|BAJO RIESGO 1|LIVIANOS|TITANIUM|L1A|SI
FOTON,SAVANA|CAMIONETA|CHINO|LIVIANOS||L3|SI
FOTON,TUNLAND|CAMIONETA|PICK UP|LIVIANOS|TUNLAND|L6|SI
CHEVROLET,DMAX|PICK UP|BAJO RIESGO 2|LIVIANOS||L1B|
GEELY,GX|AUTOMOVILES|CHINO|LIVIANOS|GX|L3|SI
GEELY,MK2|CAMIONETA|CHINO|LIVIANOS||L3|SI
FIAT,DOBLO|RURALES|BAJO RIESGO 1|LIVIANOS|DOBLO|L1A|
HAIMA,F STAR|CAMIONETA|PANEL|||L5|SI
HAIMA,FAMILY|AUTOMOVILES|CHINO|LIVIANOS|FAMILY|L3|SI
HONDA,DOMANI|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
HAIMA,VITA|CAMIONETA|PANEL|||L5|SI
SUZUKI,DR|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS|DR|L9|
UM,DS|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
ITALIKA,DS|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
CITROEN,DS3|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|DS3|L1A|
CITROEN,DS4|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
YAMAHA,DT|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
HONDA,CIVIC CETICO|AUTOMOVILES|TIMON CAMBIADO|||L4|SI
FIAT,DUCATO|PANEL|BAJO RIESGO 1|LIVIANOS|DUCATO|L1A|
TOYOTA,DUET|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
HONDA,CRV|CAMIONETA|BAJO RIESGO 2|LIVIANOS|CR-V|L1B|SI
HONDA,ODYSSEY V  AMERICANA|CAMIONETA|BAJO RIESGO 2|LIVIANOS||L1B|SI
HONDA,PILOT V AMERICANA|CAMIONETA|BAJO RIESGO 1|LIVIANOS||L1A|SI
DODGE,DURANGO|RURALES|BAJO RIESGO 1|LIVIANOS|DURANGO|L1A|
CHEVROLET,DURANGO|RURALES|BAJO RIESGO 2|LIVIANOS|DURANGO|L1B|
RENAULT,DUSTER|RURALES|BAJO RIESGO 2|LIVIANOS|DUSTER|L1B|
HYUNDAI,GRETA|CAMIONETA|BAJO RIESGO 1|LIVIANOS|GRETA|L1A|SI
HYUNDAI,H100|CAMION|PESADOS||H1|P1|SI
HYUNDAI,NEW TUCSON|CAMIONETA|BAJO RIESGO 1|LIVIANOS|TUCSON|L1A|SI
JAGUAR,F|CAMIONETA|BAJO RIESGO 1|LIVIANOS||L1A|SI
JAGUAR,F-PACE|CAMIONETA|BAJO RIESGO 1|LIVIANOS|F-PACE|L1A|SI
JEEP,COMPASS LONGITUDE|CAMIONETA|BAJO RIESGO 1|LIVIANOS|COMPASS LONGITUDE|L1A|SI
JEEP,DFA1102|CAMIONETA|VERSION AMERICANA|||L10|SI
JEEP,GRAND CHEROKEE V AMERICANA|CAMIONETA|BAJO RIESGO 1|LIVIANOS||L1A|SI
JEEP,LIBERTY V AMERICANA|CAMIONETA|VERSION AMERICANA||LIBERTY|L10|SI
JEEP,RENEGADE|CAMIONETA|BAJO RIESGO 1|LIVIANOS|RENEGADE|L1A|SI
KIA,RIO CETICO|AUTOMOVILES|ALTO RIESGO||||SI
MERCEDES BENZ,E 200|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|E 200|L1A|
MERCEDES BENZ,E 230|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
MERCEDES BENZ,E 280|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
MERCEDES BENZ,E 320|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
MERCEDES BENZ,E 350|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|E 250|L1A|
MERCEDES BENZ,E200|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
MERCEDES BENZ,E220|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
MERCEDES BENZ,E230|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
MERCEDES BENZ,E240|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
MERCEDES BENZ,E250|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
MERCEDES BENZ,E280|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
MERCEDES BENZ,E290|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|E290|L1A|
MERCEDES BENZ,E300|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
MERCEDES BENZ,E320|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
LAND ROVER,LR2|CAMIONETA|BAJO RIESGO 1|LIVIANOS|LR2|L1A|SI
LAND ROVER,ROVER|CAMIONETA|BAJO RIESGO 1|LIVIANOS||L1A|SI
LAND ROVER,SPORT|CAMIONETA|BAJO RIESGO 1|LIVIANOS|SPORT|L1A|SI
LIFAN,LF 6401|CAMIONETA|PICK UP|LIVIANOS|LF 6401|L6|SI
MERCEDES BENZ,E350|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|E350|L1A|
FORD,E350|PANEL|BAJO RIESGO 1|LIVIANOS|E350|L1A|
MERCEDES BENZ,E420|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
MERCEDES BENZ,E430|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
LIFAN,LF 6420|CAMIONETA|VAN||||SI
LIFAN,LF 6430|CAMIONETA|CHINO|LIVIANOS||L3|SI
MERCEDES BENZ,E500|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
LIFAN,LF 7132|AUTOMOVILES|CHINO|LIVIANOS||L3|SI
LIFAN,LF 7162|CAMIONETA|CHINO|LIVIANOS||L3|SI
MASERATTI,CAMBIOCORSA|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|SI
MAZDA,3|AUTOMOVILES|MEDIANO RIESGO||3|L2|SI
MAZDA,B2000|CAMIONETA|PICK UP|LIVIANOS||L6|SI
MERCEDES BENZ,E51|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
GEELY,EC|AUTOMOVILES|CHINOS E INDIOS|LIVIANOS||L3|
MITSUBISHI,ECLIPSE|AUTOMOVILES|NO ASEGURABLE|LIVIANOS|ECLIPSE|LX|
FORD,ECONOLINE|RURALES|BAJO RIESGO 1|LIVIANOS|ECONOLINE|L1A|
FORD,ECOSPORT|RURALES|BAJO RIESGO 1|LIVIANOS|ECOSPORT|L1A|
FORD,EDGE|RURALES|BAJO RIESGO 1|LIVIANOS|EDGE|L1A|
HYUNDAI,ELANTRA|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS|ELANTRA|L1B|
FIAT,ELBA WEEKEND|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
CADILLAC,ELDORADO|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
MAVILA,ELEGANCE|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
HONDA,ELITE|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
CITROEN,ELYSEE|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
GEELY,EMGRAND|AUTOMOVILES|CHINOS E INDIOS|LIVIANOS||L3|
MITSUBISHI,ENDEAVOR|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
HYUNDAI,EON|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS|EON|L1B|
DONG FENG,EQ1020|PICK UP|PICK UP|LIVIANOS|EQ1020|L6|
DONG FENG,EQ1021|PICK UP|PICK UP|LIVIANOS|EQ1021|L6|
CHEVROLET,EQUINOX|RURALES|BAJO RIESGO 2|LIVIANOS||L1B|
HYUNDAI,EQUUS|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|EQUUS|L1A|
LEXUS,ES|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
CADILLAC,ESCALADE|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
FORD,ESCAPE|RURALES|BAJO RIESGO 1|LIVIANOS|ESCAPE|L1A|
BAW,INCAPOWER|PICK UP|PICK UP|LIVIANOS|INCAPOWER|L6|
HONDA,INSPIRE|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
ACURA,INTEGRA|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
HONDA,INTEGRA|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
LEXUS,IS|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|IS|L1A|
LEXUS,IS 300|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|IS|L1A|
LEXUS,IS 350|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
TOYOTA,ISIS|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
TOYOTA,IST|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
FORD,J100|PANEL|BAJO RIESGO 1|LIVIANOS||L1A|
VOLKSWAGEN,JETTA|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|JETTA|L1A|
GMC,JIMMY|RURALES|NO ASEGURABLE|LIVIANOS|JIMMY|LX|
SUZUKI,JIMNY|RURALES|MEDIANO RIESGO|LIVIANOS||L2|
DATSUN,JNL|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
MINI,JOHN COOPER|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
DODGE,JOURNEY|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
NISSAN,JUKE|RURALES|BAJO RIESGO 1|LIVIANOS|JUKE|L1A|
CITROEN,JUMPER|PANEL|BAJO RIESGO 1|LIVIANOS|JUMPER|L1A|
HAFEI,JUNYI|PANEL|PANEL|LIVIANOS|JUNYI|L5|
SUBARU,JUSTY|AUTOMOVILES|NO ASEGURABLE|LIVIANOS|JUSTY|LX|
FORD,KA|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
CHEVROLET,KADETT|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS||L1B|
DAEWOO,KALOS|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
CHEVROLET,KALOS|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS||L1B|
RENAULT,KANGOO|PANEL|PANEL|LIVIANOS|KANGOO|L5|
SSANGYONG,KAYROM|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
NISSAN,KING|PICK UP|PICK UP|LIVIANOS||L6|
SUZUKI,KIZASHI|AUTOMOVILES|MEDIANO RIESGO|LIVIANOS||L2|
KAWASAKI,KL|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
KIA,KM|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
RENAULT,KOLEOS|RURALES|BAJO RIESGO 2|LIVIANOS|KOLEOS|L1B|
VOLKSWAGEN,KOMBI|PANEL|PANEL|LIVIANOS|KOMBI|L5|
SSANGYONG,KORANDO|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
DAEWOO,KORANDO|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
KIA,KOUP|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|KOUP|L1A|
TOYOTA,KUN|PICK UP|PICK UP|LIVIANOS||L6|
SSANGYONG,KYRON|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
MITSUBISHI,L100|PANEL|PANEL|LIVIANOS||L5|
MITSUBISHI,L200|PICK UP|PICK UP|LIVIANOS|L200|L6|
MITSUBISHI,L300|PANEL|PANEL|LIVIANOS|L 300|L5|
NISSAN,LUCINO|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
CHEVROLET,LUMINA|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS||L1B|
CHEVROLET,LUV|PICK UP|BAJO RIESGO 2|LIVIANOS|LUV|L1B|
HAFEI,LUZUN|PANEL|PANEL|LIVIANOS|LUZUN|L5|
LEXUS,LX|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|LX|L1A|
LEXUS,LX 570|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
LEXUS,LX570|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|LX|L1A|
HONDA,LXS|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
MAZDA,M1|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|M1|L1A|
FORD,M151|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
MAZDA,M3|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|M3|L1A|
BMW,M3|AUTOMOVILES|NO ASEGURABLE|LIVIANOS|M3|LX|
BMW,M5|AUTOMOVILES|NO ASEGURABLE|LIVIANOS|M5|LX|
BMW,M6|AUTOMOVILES|NO ASEGURABLE|LIVIANOS|M6|LX|
DODGE,MAGNUM|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
CHEVROLET,MAGNUM|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS||L1B|
DAEWOO,MAGNUS|AUTOMOVILES|NO ASEGURABLE|LIVIANOS|MAGNUS|LX|
CHEVROLET,MALIBU|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS|MALIBU|L1B|
NISSAN,MARCH|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|MARCH|L1A|
TOYOTA,MARK|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
SUZUKI,MARUTI|AUTOMOVILES|MEDIANO RIESGO|LIVIANOS|MARUTI|L2|
RENAULT,MASTER|PANEL|PANEL|LIVIANOS|MASTER|L5|
DAEWOO,MATIZ|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
HYUNDAI,MATRIX|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
UM,MAX|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS|MAX|L9|
NISSAN,MAXIMA|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
MAZDA,MAZDA 2|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS|2|L1B|
MAZDA,MAZDA 3|AUTOMOVILES|MEDIANO RIESGO|LIVIANOS|3|L2|
MAZDA,MAZDA 5|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|5|L1A|
MAZDA,MAZDA 6|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|6|L1A|
MAZDA,MAZDA2|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS||L1B|
MAZDA,MAZDA3|AUTOMOVILES|MEDIANO RIESGO|LIVIANOS|3|L2|
MAZDA,MAZDA6|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
MERCEDES BENZ,MB100|PANEL|PANEL|LIVIANOS||L5|
MERCEDES BENZ,MB140|PANEL|PANEL|LIVIANOS||L5|
HONDA,MC|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
ACURA,MDX|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
RENAULT,MEGANE|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS||L1B|
AUSTIN,METRO|AUTOMOVILES|NO ASEGURABLE|LIVIANOS|METRO|LX|
MG,MG|AUTOMOVILES|CHINOS E INDIOS|LIVIANOS||L3|
FOTON,MIDI|PANEL|CHINOS E INDIOS|LIVIANOS|MIDI|L3|
BMW,MINI|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
HAFEI,MINYI|PANEL|PANEL|LIVIANOS|MINYI|L5|
MITSUBISHI,MIRAGE|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|MIRAGE|L1A|
RENAULT,LAGUNA|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS|LAGUNA|L1B|
MITSUBISHI,LANCER|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS|LANCER|L1B|
TOYOTA,LAND CRUISER|RURALES|BAJO RIESGO 1|LIVIANOS|LAND CRUISER|L1A|
TOYOTA,LAND CRUISER PRADO|RURALES|BAJO RIESGO 1|LIVIANOS|LAND CRUISER PRADO|L1A|
ZXAUTO,LANDMARK|RURALES|CHINOS E INDIOS|LIVIANOS||L3|
JMC,LANDWIND|RURALES|NO ASEGURABLE|LIVIANOS||LX|
DAEWOO,LANOS|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
JEEP,LAREDO|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
NISSAN,LAUREL|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
RONCO,LAUZHER|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
GEELY,LC|AUTOMOVILES|CHINOS E INDIOS|LIVIANOS||L3|
CHRYSLER,LE BARON|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
SUBARU,LEGACY|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|LEGACY|L1A|
DAEWOO,LEGANZA|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
ACURA,LEGEND|AUTOMOVILES|NO ASEGURABLE|LIVIANOS|LEGEND|LX|
HONDA,LEGEND|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|LEGEND|L1A|
DAEWOO,LEMANS|AUTOMOVILES|NO ASEGURABLE|LIVIANOS|LEMANS|LX|
SEAT,LEON|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
SUBARU,LEONE|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
TOYOTA,LEXUS|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
LIFAN,LF|AUTOMOVILES|CHINOS E INDIOS|LIVIANOS||L3|
SUZUKI,LIANA|AUTOMOVILES|MEDIANO RIESGO|LIVIANOS||L2|
MITSUBISHI,LIBERO|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|LIBERO|L1A|
JEEP,LIBERTY|RURALES|BAJO RIESGO 1|LIVIANOS|LIBERTY|L1A|
FORD,LINCOLN|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
FIAT,LINEA|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|LINEA|L1A|
TOYOTA,LITE ACE|PANEL|BAJO RIESGO 1|LIVIANOS||L1A|
HAFEI,LOBO|AUTOMOVILES|CHINOS E INDIOS|LIVIANOS||L3|
RENAULT,LOGAN|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS|LOGAN|L1B|
NISSAN,LOGAN|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|LOGAN|L1A|
KIA,LOTZE|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|LOTZE|L1A|
LAND ROVER,LR-2|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
LEXUS,LS 460|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
